part|module|q_code|q_desc|a_code|a_desc
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g033|. ___ usa óculos ou outro aparelho de auxílio para lidar com problemas de visão?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g033|. ___ usa óculos ou outro aparelho de auxílio para lidar com problemas de visão?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g033|. ___ usa óculos ou outro aparelho de auxílio para lidar com problemas de visão?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g033|. ___ usa óculos ou outro aparelho de auxílio para lidar com problemas de visão?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g034|____________ faz uso de óculos?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g034|____________ faz uso de óculos?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g034|____________ faz uso de óculos?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g034|____________ faz uso de óculos?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g035|Os óculos foram obtidos no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g035|Os óculos foram obtidos no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g035|Os óculos foram obtidos no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g035|Os óculos foram obtidos no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g036|____________ faz uso de lentes de contato?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g036|____________ faz uso de lentes de contato?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g036|____________ faz uso de lentes de contato?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g036|____________ faz uso de lentes de contato?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g038|____________ faz uso de lupas ou lentes especiais?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g038|____________ faz uso de lupas ou lentes especiais?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g038|____________ faz uso de lupas ou lentes especiais?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g038|____________ faz uso de lupas ou lentes especiais?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g039|As lupas ou lentes especiais foram obtidos no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g039|As lupas ou lentes especiais foram obtidos no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g039|As lupas ou lentes especiais foram obtidos no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g039|As lupas ou lentes especiais foram obtidos no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g040|____________ faz uso de bengala articulada?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g040|____________ faz uso de bengala articulada?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g040|____________ faz uso de bengala articulada?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g040|____________ faz uso de bengala articulada?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g041|A bengala articulada foi obtida no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g041|A bengala articulada foi obtida no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g041|A bengala articulada foi obtida no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g041|A bengala articulada foi obtida no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g042|____________ faz uso de cão guia?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g042|____________ faz uso de cão guia?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g042|____________ faz uso de cão guia?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g042|____________ faz uso de cão guia?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g044|____________ faz uso de algum outro aparelho de auxílio para lidar com problemas de visão?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g044|____________ faz uso de algum outro aparelho de auxílio para lidar com problemas de visão?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g044|____________ faz uso de algum outro aparelho de auxílio para lidar com problemas de visão?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g044|____________ faz uso de algum outro aparelho de auxílio para lidar com problemas de visão?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|1|Não, nenhuma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|2|Sim, alguma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|3|Sim, muita dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|4|Sim, não consegue de modo algum
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g046|. ___ tem dificuldade permanente de enxergar mesmo usando óculos, lentes de contato ou lupas?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|1|Não, nenhuma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|2|Sim, alguma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|3|Sim, muita dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|4|Sim, não consegue de modo algum
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g047|___ tem dificuldade permanente de enxergar?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g048|___ usa aparelho auditivo ou outro aparelho de auxílio para ouvir melhor?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g048|___ usa aparelho auditivo ou outro aparelho de auxílio para ouvir melhor?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g048|___ usa aparelho auditivo ou outro aparelho de auxílio para ouvir melhor?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g048|___ usa aparelho auditivo ou outro aparelho de auxílio para ouvir melhor?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g049|____________ faz uso de aparelho auditivo|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g049|____________ faz uso de aparelho auditivo|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g049|____________ faz uso de aparelho auditivo|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g049|____________ faz uso de aparelho auditivo|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g050|O aparelho auditivo foi obtido no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g050|O aparelho auditivo foi obtido no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g050|O aparelho auditivo foi obtido no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g050|O aparelho auditivo foi obtido no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g051|____________ faz uso de implante coclear?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g051|____________ faz uso de implante coclear?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g051|____________ faz uso de implante coclear?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g051|____________ faz uso de implante coclear?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g052|O implante coclear foi obtido no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g052|O implante coclear foi obtido no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g052|O implante coclear foi obtido no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g052|O implante coclear foi obtido no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g053|____________ faz uso de sistema de frequência modulada individual (sistema FM)?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g053|____________ faz uso de sistema de frequência modulada individual (sistema FM)?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g053|____________ faz uso de sistema de frequência modulada individual (sistema FM)?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g053|____________ faz uso de sistema de frequência modulada individual (sistema FM)?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g054|O sistema de frequência modulada individual (sistema FM) foi obtido no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g054|O sistema de frequência modulada individual (sistema FM) foi obtido no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g054|O sistema de frequência modulada individual (sistema FM) foi obtido no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g054|O sistema de frequência modulada individual (sistema FM) foi obtido no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g055|____________ faz uso de algum outro aparelho de auxílio para ouvir melhor?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g055|____________ faz uso de algum outro aparelho de auxílio para ouvir melhor?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g055|____________ faz uso de algum outro aparelho de auxílio para ouvir melhor?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g055|____________ faz uso de algum outro aparelho de auxílio para ouvir melhor?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|1|Não, nenhuma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|2|Sim, alguma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|3|Sim, muita dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|4|Sim, não consegue de modo algum
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g057|___ tem dificuldade permanente de ouvir mesmo usando aparelhos auditivos? (Para moradores com 5 anos ou mais de idade.) OU ___ tem dificuldade permanente para ouvir sons como vozes ou música, mesmo usando aparelhos auditivos? (Para moradores com 2 a 4 anos de idade.)|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|1|Não, nenhuma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|2|Sim, alguma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|3|Sim, muita dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|4|Sim, não consegue de modo algum
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g058|___ tem dificuldade permanente de ouvir? (Para moradores com 5 anos ou mais de idade.)OU___ tem dificuldade permanente de ouvir sons como vozes ou música? (Para moradores com 2 a 4 anos de idade.)|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g05801|Sabe usar a Língua Brasileira de Sinais – Libras? (Para moradores com 5 anos ou mais de idade.)|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g05801|Sabe usar a Língua Brasileira de Sinais – Libras? (Para moradores com 5 anos ou mais de idade.)|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g05801|Sabe usar a Língua Brasileira de Sinais – Libras? (Para moradores com 5 anos ou mais de idade.)|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g05801|Sabe usar a Língua Brasileira de Sinais – Libras? (Para moradores com 5 anos ou mais de idade.)|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g059|___ usa algum aparelho de auxílio para se locomover?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g059|___ usa algum aparelho de auxílio para se locomover?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g059|___ usa algum aparelho de auxílio para se locomover?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g059|___ usa algum aparelho de auxílio para se locomover?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g060|____________ faz uso de cadeira de rodas?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g060|____________ faz uso de cadeira de rodas?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g060|____________ faz uso de cadeira de rodas?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g060|____________ faz uso de cadeira de rodas?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g061|A cadeira de rodas foi obtida no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g061|A cadeira de rodas foi obtida no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g061|A cadeira de rodas foi obtida no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g061|A cadeira de rodas foi obtida no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g062|____________ faz uso de bengala, muletas ou andador?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g062|____________ faz uso de bengala, muletas ou andador?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g062|____________ faz uso de bengala, muletas ou andador?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g062|____________ faz uso de bengala, muletas ou andador?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g063|A bengala, muletas ou andador foram obtidas no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g063|A bengala, muletas ou andador foram obtidas no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g063|A bengala, muletas ou andador foram obtidas no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g063|A bengala, muletas ou andador foram obtidas no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g064|____________ faz uso de prótese?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g064|____________ faz uso de prótese?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g064|____________ faz uso de prótese?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g064|____________ faz uso de prótese?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g065|A prótese foi obtida no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g065|A prótese foi obtida no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g065|A prótese foi obtida no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g065|A prótese foi obtida no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g066|____________ faz uso de órtese?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g066|____________ faz uso de órtese?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g066|____________ faz uso de órtese?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g066|____________ faz uso de órtese?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g067|A órtese foi obtida no SUS?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g067|A órtese foi obtida no SUS?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g067|A órtese foi obtida no SUS?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g067|A órtese foi obtida no SUS?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g068|____________ faz uso de algum outro aparelho de auxílio para se locomover?|1|Sim
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g068|____________ faz uso de algum outro aparelho de auxílio para se locomover?|2|Não
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g068|____________ faz uso de algum outro aparelho de auxílio para se locomover?|9|Ignorado
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g068|____________ faz uso de algum outro aparelho de auxílio para se locomover?|NA|Não aplicável
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g070|___ tem dificuldade permanente de caminhar ou subir degraus, mesmo usando prótese, bengala ou outro aparelho de auxílio? (Para moradores com 5 anos ou mais de idade.)OUComparado com crianças da mesma idade, ___ tem dificuldade permanente para caminhar, mesmo usando prótese, bengala ou aparelho de auxílio? (Para moradores com 2 a 4 anos de idade.)|1|Não, nenhuma dificuldade
Parte 3 - Questionário do Morador|Módulo G - Pessoas com deficiências (Para pessoas de 2 anos ou mais de idade)|g070|___ tem dificuldade permanente de caminhar ou subir degraus, mesmo usando prótese, bengala ou outro aparelho de auxílio? (Para moradores com 5 anos ou mais de idade.)OUComparado com crianças da mesma idade, ___ tem dificuldade permanente para caminhar, mesmo usando prótese, bengala ou aparelho de auxílio? (Para moradores com 2 a 4 anos de idade.)|2|Sim, alguma dificuldade
